iteration,iteration_test,failures,policy,miura,time
91,91 7 12 N D,0,3.405208284,4.853544441,231.4307815
92,92 13 12 N O,0,2.3118352,8.893981281,233.9930125
93,93 13 13 N O,1,0,0,0
94,94 19 4 N C,0,3.591364419,7.203565738,259.572387
95,95 23 11 N P,1,0,0,0
96,96 14 9 N D,0,2.947996117,5.198075785,130.4931134
97,97 13 20 N O,1,0,0,0
98,98 19 20 N D,1,0,0,0
99,99 3 13 N C,0,3.818777312,5.366205633,302.7506087
100,100 1 22 N O,1,0,0,0
101,101 3 3 N C,0,3.152573916,7.412782725,579.5349541
102,102 6 14 N P,0,3.046440617,7.536320957,279.8341093
103,103 7 5 N O,1,0,0,0
104,104 16 1 N O,0,2.994255558,8.241422263,416.234156
105,105 14 25 N C,0,3.876941697,5.166321078,480.6400624
106,106 14 1 N D,1,0,0,0
107,107 5 6 N P,0,2.047467657,9.499952942,545.5914075
108,108 6 6 N C,0,3.248153375,7.925972461,464.8167818
109,109 6 21 N P,0,2.010563724,1.080010149,11.65721587
110,110 19 1 N C,0,3.414687163,7.673918041,434.2570313
111,111 3 12 N D,0,2.559229463,9.708105792,9487.378967
112,112 10 17 N O,1,0,0,0
113,113 16 15 C D,0,1.545755437,9.282011211,351.5742838
114,114 18 16 N O,1,0,0,0
115,115 11 7 N O,1,0,0,0
116,116 4 22 N O,1,0,0,0
117,117 2 20 N P,1,0,0,0
118,118 25 11 N O,0,3.069507038,6.163488813,186.3306202
119,119 20 12 N C,0,4.793022405,1.381843084,111.030309
120,120 7 13 N P,0,2.903142937,8.061969598,327.6796577
121,121 14 16 N O,1,0,0,0
122,122 15 5 N D,0,3.05644868,5.855062784,233.995073
123,123 22 21 N O,1,0,0,0
124,124 19 11 N O,0,3.138297682,5.234904517,101.1183732
125,125 24 4 N O,0,3.146698398,6.632883872,235.0201398
126,126 2 22 N O,1,0,0,0
127,127 16 22 N P,0,3.42132057,6.01843467,217.8161639
128,128 4 22 N O,1,0,0,0
129,129 13 17 N C,0,5.18311453,2.162450486,167.2530796
130,130 6 18 N C,0,3.014999929,8.754692951,461.193175
131,131 18 7 N P,1,0,0,0
132,132 24 1 N O,0,3.01860511,7.099206772,280.2209295
133,133 15 25 N O,1,0,0,0
134,134 5 10 N D,0,3.492550386,2.732624894,108.3994602
135,135 18 8 N C,0,4.747313951,5.088888835,211.8275916
136,136 23 24 N O,1,0,0,0
137,137 15 6 N P,1,0,0,0
138,138 2 13 N O,0,2.372794436,9.84760861,869.3089838
139,139 19 17 N P,0,2.465854994,8.722212478,264.10128
140,140 15 7 N D,0,2.962156271,6.432987138,132.2235167
141,141 20 9 N O,0,2.706290438,2.410243218,43.3472996
142,142 19 16 N C,0,3.718630838,0.685554838,26.48453221
143,143 10 14 N D,0,3.034056728,6.487471541,179.4674084
144,144 14 4 N D,0,3.152330034,5.669022554,182.4291946
145,145 22 18 N P,1,0,0,0
146,146 7 24 N C,0,3.104625755,7.329827911,499.6691618
147,147 4 9 N D,0,3.17515052,1.982101842,51.44554892
148,148 23 19 N P,1,0,0,0
149,149 23 11 N C,0,4.7981851,2.370752588,181.2721817
150,150 21 17 N P,1,0,0,0
151,151 6 8 N D,0,2.378548576,1.34761767,25.74207067
152,152 12 19 N C,0,4.880033911,3.986666216,202.8164083
153,153 8 23 N C,0,2.957437963,9.166643341,401.2827161
154,154 4 9 N P,0,2.256003023,9.340438217,407.5412099
155,155 6 19 N C,0,3.118258919,8.389892189,367.0056637
156,156 22 8 N C,0,4.589242893,3.372095335,248.8383931
157,157 9 14 N O,1,0,0,0
158,158 10 19 N P,0,3.163767767,2.066431424,51.89308838
159,159 9 20 N D,0,2.385877476,9.014987081,260.7004281
160,160 9 21 N O,1,0,0,7200
161,161 9 3 N D,1,0,0,7200
162,162 13 19 N P,0,3.947316468,3.358739988,75.1607733
163,163 16 24 N C,0,4.163475708,4.596994007,309.0465518
164,164 18 8 N D,0,1.717151839,9.991500311,6324.598869
165,165 21 24 N O,1,0,0,7200
166,166 5 1 N P,1,0,0,7200
167,167 12 20 N C,0,4.431586466,3.880460624,401.289053
168,168 19 15 N O,0,2.398140608,7.926440523,214.323169
169,169 17 11 N D,1,0,0,7200
170,170 3 25 N O,1,0,0,7200
171,171 8 8 N C,0,4.087436086,5.248133297,336.9729728
172,172 19 15 N D,0,1.681244893,9.416768631,427.2111895
173,173 18 24 N C,0,4.337775558,3.831143168,429.3359955
174,174 12 24 N O,1,0,0,7200
175,175 4 6 N D,0,2.397624708,1.311230291,22.11762845
176,176 6 9 N O,1,0,0,7200
177,177 21 4 N O,0,2.878384261,1.944946636,58.06733852
178,178 4 15 N O,1,0,0,7200
179,179 12 2 N D,1,0,0,7200
180,180 19 24 N P,1,0,0,7200
181,181 11 9 N D,0,3.013615832,3.010838968,112.7700287
182,182 20 19 N D,1,0,0,7200
183,183 23 15 N O,0,2.865526098,7.883862114,250.563596
184,184 23 10 N D,1,0,0,7200
185,185 3 10 N C,0,3.608231054,5.889296585,444.602472
186,186 3 18 N C,0,3.528191278,6.264355806,516.7183322
187,187 10 1 N O,0,2.763138394,8.753801374,612.7831501
188,188 2 8 N D,1,0,0,7200
189,189 4 8 N O,1,0,0,7200
190,190 9 2 N O,0,2.755259424,8.951206653,574.0005949
191,191 4 5 N C,1,0,0,7200
192,192 25 23 N D,1,0,0,7200
193,193 6 23 N D,1,0,0,7200
194,194 4 10 N C,0,4.018435074,5.292535404,346.828643
195,195 8 7 N D,0,1.937107239,1.166705712,12.50904786
196,196 20 5 N P,1,0,0,7200
197,197 2 5 N D,1,0,0,7200
198,198 2 17 N D,1,0,0,7200
199,199 20 7 N P,1,0,0,7200
200,200 7 14 N P,0,2.932926453,7.187403398,395.4996541
201,201 21 12 N C,0,4.907573219,1.559176944,115.9342718
202,202 1 8 N C,0,3.239254396,7.049750642,593.4887011
203,203 17 6 N P,1,0,0,7200
204,204 4 22 N P,0,2.466487977,1.236954651,33.74915051
205,205 19 8 N O,0,2.272424357,1.544226947,29.25987593
206,206 15 7 N D,0,2.953916198,6.102691283,214.2112328
207,207 16 21 N D,1,0,0,7200
208,208 8 23 N P,0,3.808131481,1.876812263,66.30957451
209,209 23 5 N O,0,3.113166344,6.555186538,197.5875619
210,210 3 6 N P,1,0,0,7200
211,211 1 10 N D,1,0,0,7200
212,212 3 14 N D,0,3.303921909,6.915778567,313.6780726
213,213 22 16 N D,1,0,0,7200
214,214 22 21 N P,1,0,0,7200
215,215 24 16 N D,1,0,0,7200
216,216 16 16 N O,1,0,0,7200
217,217 21 25 N C,0,4.449735481,3.515155721,408.4619502
218,218 4 7 N D,0,3.546331724,1.510726927,34.36057464
219,219 2 24 N D,1,0,0,7200
220,220 22 13 N D,1,0,0,7200
221,221 3 18 N O,1,0,0,7200
222,222 12 1 N O,0,2.828085697,8.631360054,359.2346313
223,223 22 4 N D,1,0,0,7200
224,224 25 11 N P,1,0,0,7200
225,225 9 14 N P,0,3.198015566,6.961135052,172.6334096
226,226 23 3 N C,0,4.037967118,6.311743555,257.8316118
227,227 17 5 N P,1,0,0,7200
228,228 21 24 N D,1,0,0,7200
229,229 18 9 N O,0,3.085706854,4.636428015,43.23122286
230,230 22 15 N P,0,1.692298883,9.988653128,5369.110851
231,231 10 23 N O,1,0,0,7200
232,232 1 22 N P,1,0,0,7200
233,233 22 10 N D,1,0,0,7200
234,234 21 5 N O,0,2.622447377,1.724797254,28.08870673
235,235 6 16 N C,0,4.136291161,4.31109415,165.1288038
236,236 7 12 N O,1,0,0,7200
237,237 12 5 N O,1,0,0,7200
238,238 11 24 N P,1,0,0,7200
239,239 7 9 N O,0,2.215297005,9.264845437,164.8730809
240,240 12 6 N D,0,3.142090304,3.724322052,58.59805941
241,241 15 2 N C,0,3.239131416,8.214734756,233.4386559
242,242 12 6 N P,1,0,0,7200
243,243 16 12 N C,0,3.2015277,0.54840011,8.173970506
244,244 2 6 N C,0,3.192643308,7.363527964,211.5350531
245,245 3 8 N P,1,0,0,7200
246,246 10 8 N O,1,0,0,7200
247,247 20 3 N C,0,3.738128824,6.970901655,166.441333
248,248 22 10 N C,0,5.073851733,2.399626501,71.90625481
249,249 14 23 N C,0,4.587731513,3.793926007,131.0200169
